,start_time_utc,end_time_utc,electricity_consumption_(mwh),hour,day,month,year,day_of_week,day_of_year,week_of_year,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,is_weekend,is_working_hour,is_peak_morning,is_peak_evening,season,is_winter,is_spring,is_summer,is_fall,is_first_day,is_last_day,lag_1h,lag_2h,lag_3h,lag_6h,lag_12h,lag_24h,lag_48h,lag_168h,rolling_mean_3h,rolling_mean_6h,rolling_mean_12h,rolling_mean_24h,rolling_mean_72h,rolling_mean_168h,rolling_std_6h,rolling_std_12h,rolling_std_24h,rolling_min_12h,rolling_max_12h,rolling_min_24h,rolling_max_24h,rolling_range_24h,same_hour_7d_avg,prev_day_same_hour,prev_week_same_hour,diff_1h,diff_24h,diff_168h,pct_change_1h,pct_change_24h,hourly_avg_deviation,dow_avg_deviation,month_avg_deviation,cumsum_daily,season_hour,weekend_hour,consumption_log,consumption_sqrt
178,2016-01-08 07:00:00,2016-01-08 08:00:00,14750,7,8,1,2016,4,8,1,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.13718540405660057,0.9905453876091833,0,0,1,0,0,1,0,0,0,0,0,14802.0,14631.0,14414.0,13111.0,14342.0,14808.0,13083.0,10035.0,14727.666666666666,14235.333333333334,13921.166666666666,14366.583333333334,13721.125,12505.32142857143,666.4447964134843,648.6235542682253,656.3835647378729,13111.0,14802.0,13111.0,15105.0,1994.0,12392.5,14808.0,10035.0,-52.0,-58.0,4715.0,-0.0035130387783061045,-0.003916801728795246,4854.793809740555,5042.605405405406,3293.3284786018376,111665,7,7,9.599066156080049,121.4495780149112
179,2016-01-08 08:00:00,2016-01-08 09:00:00,14676,8,8,1,2016,4,8,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.13718540405660057,0.9905453876091833,0,0,1,0,0,1,0,0,0,0,0,14750.0,14802.0,14631.0,13213.0,14303.0,14797.0,13224.0,10098.0,14742.666666666666,14479.166666666666,13952.25,14361.541666666666,13737.888888888889,12532.57142857143,450.11928048752105,676.9060798287467,653.3916848572578,13111.0,14802.0,13111.0,15105.0,1994.0,12387.0,14797.0,10098.0,-74.0,-121.0,4578.0,-0.005016949152202241,-0.008177333243224979,4765.552333484367,4968.605405405406,3219.3284786018376,126341,8,8,9.594036921611199,121.14454176726247
180,2016-01-08 09:00:00,2016-01-08 10:00:00,14650,9,8,1,2016,4,8,1,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.13718540405660057,0.9905453876091833,0,1,1,0,0,1,0,0,0,0,0,14676.0,14750.0,14802.0,13602.0,14074.0,14791.0,13482.0,10345.0,14692.0,14653.833333333334,14000.25,14355.666666666666,13754.597222222223,12558.19642857143,133.97673927439246,706.116411339991,649.9873354396302,13111.0,14802.0,13111.0,15105.0,1994.0,12497.5,14791.0,10345.0,-26.0,-141.0,4305.0,-0.001771599890857754,-0.009532824014603475,4739.57596371882,4942.605405405406,3193.3284786018376,140991,9,9,9.592263871501313,121.03718436910205
181,2016-01-08 10:00:00,2016-01-08 11:00:00,14553,10,8,1,2016,4,8,1,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.13718540405660057,0.9905453876091833,0,1,0,0,0,1,0,0,0,0,0,14650.0,14676.0,14750.0,14414.0,13643.0,14747.0,13551.0,10478.0,14626.333333333334,14677.0,14076.083333333334,14347.583333333334,13770.916666666666,12582.452380952382,88.51666509720705,713.0919178712973,646.1037685311635,13111.0,14802.0,13111.0,15105.0,1994.0,12515.5,14747.0,10478.0,-97.0,-194.0,4075.0,-0.006621160409104357,-0.013155218010442803,4700.570004531037,4845.605405405406,3096.3284786018376,155544,10,10,9.585621148907032,120.6358155772986
182,2016-01-08 11:00:00,2016-01-08 12:00:00,14374,11,8,1,2016,4,8,1,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.13718540405660057,0.9905453876091833,0,1,0,0,0,1,0,0,0,0,0,14553.0,14650.0,14676.0,14631.0,13369.0,14670.0,13428.0,10551.0,14525.666666666666,14634.166666666666,14159.833333333334,14335.25,13784.805555555555,12605.208333333334,153.5322984475874,680.7829494357632,642.4967095162096,13111.0,14802.0,13111.0,15105.0,1994.0,12462.5,14670.0,10551.0,-179.0,-296.0,3823.0,-0.012299869441881408,-0.0201772324471711,4595.196452933151,4666.605405405406,2917.3284786018376,169918,11,11,9.573245865665552,119.89161772200757
183,2016-01-08 12:00:00,2016-01-08 13:00:00,14213,12,8,1,2016,4,8,1,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.13718540405660057,0.9905453876091833,0,1,0,0,0,1,0,0,0,0,0,14374.0,14553.0,14650.0,14802.0,13142.0,14647.0,13441.0,10646.0,14380.0,14536.0,14249.083333333334,14317.166666666666,13796.902777777777,12626.440476190477,204.5746807401525,600.7098011116088,639.4411735983068,13111.0,14802.0,13111.0,15105.0,1994.0,12429.5,14647.0,10646.0,-161.0,-434.0,3567.0,-0.011200779183859692,-0.029630641086911994,4468.99365942029,4505.605405405406,2756.3284786018376,184131,12,12,9.56198267338684,119.21828718783037
184,2016-01-08 13:00:00,2016-01-08 14:00:00,14239,13,8,1,2016,4,8,1,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.13718540405660057,0.9905453876091833,0,1,0,0,0,1,0,0,0,0,0,14213.0,14374.0,14553.0,14750.0,13111.0,14716.0,13663.0,11104.0,14275.333333333334,14450.833333333334,14343.083333333334,14297.291666666666,13807.555555555555,12645.10119047619,204.03275880751264,483.1911833808686,633.8946887688061,13213.0,14802.0,13111.0,15105.0,1994.0,12671.5,14716.0,11104.0,26.0,-477.0,3135.0,0.0018293111938486378,-0.032413699374830116,4480.507029478458,4531.605405405406,2782.3284786018376,198370,13,13,9.563810184965966,119.32728103832753
185,2016-01-08 14:00:00,2016-01-08 15:00:00,14421,14,8,1,2016,4,8,1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.13718540405660057,0.9905453876091833,0,1,0,0,0,1,0,0,0,0,0,14239.0,14213.0,14374.0,14676.0,13213.0,15075.0,14066.0,11463.0,14291.0,14408.333333333334,14443.75,14270.041666666666,13816.138888888889,12662.708333333334,171.75525222422155,326.91231101159934,612.7120381277756,13602.0,14802.0,13111.0,15105.0,1994.0,12942.0,15075.0,11463.0,182.0,-654.0,2958.0,0.01278179647357386,-0.04338308457711443,4581.240832956089,4713.605405405406,2964.3284786018376,212791,14,14,9.576510097476705,120.08746812219833
186,2016-01-08 15:00:00,2016-01-08 16:00:00,14457,15,8,1,2016,4,8,1,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.13718540405660057,0.9905453876091833,0,1,0,0,0,1,0,0,0,0,0,14421.0,14239.0,14213.0,14650.0,13602.0,15105.0,14094.0,11494.0,14372.333333333334,14376.166666666666,14515.0,14243.041666666666,13824.986111111111,12680.345238095239,130.58088170404957,192.18882760083096,588.1019934587629,14213.0,14802.0,13111.0,15043.0,1932.0,12975.5,15105.0,11494.0,36.0,-648.0,2963.0,0.002496359475591404,-0.04289970208540218,4545.024977293369,4749.605405405406,3000.3284786018376,227248,15,15,9.579003173560242,120.23726543796644
187,2016-01-08 16:00:00,2016-01-08 17:00:00,14399,16,8,1,2016,4,8,1,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.13718540405660057,0.9905453876091833,0,1,0,0,0,1,0,0,0,0,0,14457.0,14421.0,14239.0,14553.0,14414.0,15043.0,14182.0,11518.0,14425.666666666666,14350.5,14513.75,14216.208333333334,13833.972222222223,12697.494047619048,100.55396561021945,192.95271441479247,564.2224337175638,14213.0,14802.0,13111.0,14982.0,1871.0,12958.5,15043.0,11518.0,-58.0,-644.0,2881.0,-0.00401189735048683,-0.042810609585853886,4383.988672405982,4691.605405405406,2942.3284786018376,241647,16,16,9.574983485564092,119.99583326099285
188,2016-01-08 17:00:00,2016-01-08 18:00:00,14358,17,8,1,2016,4,8,1,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.13718540405660057,0.9905453876091833,0,1,0,1,0,1,0,0,0,0,0,14399.0,14457.0,14421.0,14374.0,14631.0,14982.0,14259.0,11594.0,14404.666666666666,14347.833333333334,14491.0,14190.208333333334,13839.861111111111,12713.94642857143,100.01683191647271,193.96297678596434,541.3117705823882,14213.0,14802.0,13111.0,14829.0,1718.0,12976.0,14982.0,11594.0,-41.0,-624.0,2764.0,-0.002847419959521674,-0.04164997997597117,4342.157751586583,4650.605405405406,2901.3284786018376,256005,17,17,9.572132202294377,119.824872209404
189,2016-01-08 18:00:00,2016-01-08 19:00:00,14011,18,8,1,2016,4,8,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.13718540405660057,0.9905453876091833,0,0,0,1,0,1,0,0,0,0,0,14358.0,14399.0,14457.0,14213.0,14802.0,14829.0,14132.0,11412.0,14256.0,14314.166666666666,14425.083333333334,14156.125,13846.416666666666,12729.416666666666,166.4288636823825,212.2127827242048,524.8438535909506,14011.0,14750.0,13111.0,14802.0,1691.0,12711.5,14829.0,11412.0,-347.0,-818.0,2599.0,-0.024167711378731877,-0.055162182210533414,4246.179138321995,4303.605405405406,2554.3284786018376,270016,18,18,9.547669384317377,118.36807001890332
190,2016-01-08 19:00:00,2016-01-08 20:00:00,13515,19,8,1,2016,4,8,1,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.13718540405660057,0.9905453876091833,0,0,0,1,0,1,0,0,0,0,0,14011.0,14358.0,14399.0,14239.0,14750.0,14342.0,13710.0,11076.0,13961.333333333334,14193.5,14322.166666666666,14121.666666666666,13852.652777777777,12743.934523809523,369.90471746105993,314.9250512087313,539.0651865612766,13515.0,14676.0,13111.0,14802.0,1691.0,12295.5,14342.0,11076.0,-496.0,-827.0,2439.0,-0.035400756545899595,-0.05766280853437456,3905.970601537765,3807.6054054054057,2058.3284786018376,283531,19,19,9.511629447834181,116.25403218813531
